2025-09-04,15:06:38,Fiji High Commission Pipe
2025-09-04,14:21:08,Guest Gazelle International Hotel Kokopo Pipe
2025-09-04,15:08:08,Highway Trunk Repairs -Lae Pipe
2025-09-04,14:57:38,Fiji High Commission Pipe
2025-09-04,15:07:08,NBPOL - Waraston Oil Mill Pipe
2025-09-04,14:21:38,Nambis INN - Madang Pipe
2025-09-04,15:27:38,(Digitec ICT (Niugini Spirit Limited) Hagen Pipe
2025-09-04,15:08:38,NBPOL - Waraston Oil Mill Pipe
2025-09-04,15:25:08,NBPOL - Waraston Oil Mill Pipe
2025-09-04,15:14:08,Dealcorp Finance POM DI Pipe
2025-09-04,15:47:08,(Digitec ICT (Niugini Spirit Limited) Hagen Pipe
2025-09-04,15:38:08,(Digitec ICT (Niugini Spirit Limited) Hagen Pipe
2025-09-04,15:00:38,Mt Ararat Hote Hagen Pipe
2025-09-04,14:56:38,Fiji High Commission Pipe
2025-09-04,15:19:08,(Digitec ICT (Niugini Spirit Limited) Hagen Pipe
2025-09-04,15:14:38,(Digitec ICT (Niugini Spirit Limited) Hagen Pipe
2025-09-04,15:46:08,Guest Gazelle International Hotel Kokopo Pipe
2025-09-04,15:48:08,Fincorp Goroka Pipe
2025-09-04,15:16:08,(Digitec ICT (Niugini Spirit Limited) Hagen Pipe
2025-09-04,15:23:38,Paradise Hospital Pipe
2025-09-04,15:00:38,(Digitec ICT (Niugini Spirit Limited) Hagen Pipe
2025-09-04,14:58:38,Mt Ararat Hote Hagen Pipe
2025-09-04,15:39:08,Mt Ararat Hote Hagen Pipe
2025-09-04,16:58:08,Highway Trunk Repairs -Lae Pipe
2025-09-04,16:50:08,PNG Air- Vision City Pipe
2025-09-04,17:48:08,Mt Ararat Hote Hagen Pipe
2025-09-04,17:13:08,Fiji High Commission Pipe
2025-09-04,17:20:08,Fincorp Goroka Pipe
2025-09-04,17:05:38,Fiji High Commission Pipe
2025-09-04,17:40:08,Fiji High Commission Pipe
2025-09-04,17:59:38,Fiji High Commission Pipe
2025-09-04,17:42:38,Fiji High Commission Pipe
2025-09-04,16:54:08,NBPOL - Waraston Oil Mill Pipe
2025-09-04,17:06:38,Fiji High Commission Pipe
2025-09-04,17:26:08,Fiji High Commission Pipe
2025-09-04,16:56:38,Fiji High Commission Pipe
2025-09-04,16:50:38,Fiji High Commission Pipe
2025-09-04,17:50:08,Mt Ararat Hote Hagen Pipe
2025-09-04,17:55:08,Mt Ararat Hote Hagen Pipe
2025-09-04,17:35:08,Dirio and Gas Company LTD Pipe
2025-09-04,17:45:38,Mt Ararat Hote Hagen Pipe
2025-09-04,17:48:08,Fiji High Commission Pipe
2025-09-04,17:54:08,Mt Ararat Hote Hagen Pipe
2025-09-04,17:56:08,Fiji High Commission Pipe
2025-09-04,17:54:08,Fiji High Commission Pipe
2025-09-04,17:58:08,Fiji High Commission Pipe
2025-09-04,18:01:38,Fiji High Commission Pipe
2025-09-04,17:00:08,Fiji High Commission Pipe
2025-09-04,18:51:38,Fiji High Commission Pipe
2025-09-04,18:54:08,Holiday INN Pipe
2025-09-04,18:47:08,Fiji High Commission Pipe
2025-09-04,18:45:08,Mt Ararat Hote Hagen Pipe
2025-09-04,18:57:38,Chemica POM Pipe
2025-09-04,19:05:08,Chemica - Lae Market Pipe
2025-09-04,18:47:38,ITJTC - 6 Mile Pipe
2025-09-04,19:18:08,Chemica POM Pipe
2025-09-04,19:07:38,Fiji High Commission Pipe
2025-09-04,18:58:38,Executive Security Systems - LAE Pipe
2025-09-04,19:03:08,Ready Mix LAE DI Pipe
2025-09-04,19:05:08,Ready Mix LAE DI Pipe
2025-09-04,18:59:38,Fiji High Commission Pipe
2025-09-04,19:12:38,Fiji High Commission Pipe
2025-09-04,18:55:38,Fiji High Commission Pipe
2025-09-04,19:21:08,Fiji High Commission Pipe
2025-09-04,18:52:38,Holiday INN Pipe
2025-09-04,19:05:38,Fiji High Commission Pipe
2025-09-04,19:10:38,Chemica - Lae Market Pipe
2025-09-04,18:42:38,Fiji High Commission Pipe
2025-09-04,18:52:08,Fincorp Goroka Pipe
2025-09-04,18:48:38,Fiji High Commission Pipe
2025-09-04,19:09:08,Fiji High Commission Pipe
2025-09-04,19:14:38,Fiji High Commission Pipe
2025-09-04,20:26:38,Food Agriculture Organization Pipe
2025-09-04,20:31:08,Chemcare -Madang Branch Pipe
2025-09-04,20:58:08,ITJTC - 6 Mile Pipe
2025-09-04,21:09:08,Paradise Hospital Pipe
2025-09-04,21:00:08,ITJTC - 6 Mile Pipe
2025-09-04,20:21:38,Guest Gazelle International Hotel Kokopo Pipe
2025-09-04,20:52:08,Holiday INN Pipe
2025-09-04,21:13:38,Holiday INN Pipe
2025-09-04,20:39:38,Paradise Hospital Pipe
2025-09-04,20:24:08,Fincorp Goroka Pipe
2025-09-04,20:59:08,Chemcare Kokopo DI Pipe
